,timestamp,x,y,z,yaw,roll,pitch,latency,student,session,success
0,1660184198.875,906,-1274,3350,0.1,-1.414,0.209,90.6,blue,233,TRUE
1,1660184198.965,877,-1190,750,5.878,-1.275,2.594,93.7,red,233,TRUE
2,1660184199.059,3729,-2587,882,5.058,-0.974,-0.108,93.7,yellow,233,TRUE
3,1660184199.153,2819,-2506,2526,5.474,-0.969,0.264,91.9,green,233,TRUE
4,1660184199.401,1038,-1085,3350,0.087,-1.427,0.269,95.1,blue,233,TRUE
5,1660184199.496,1084,-889,750,6.022,-1.284,2.361,85.8,red,233,TRUE
6,1660184199.582,3737,-2593,882,5.057,-0.98,-0.101,93.7,yellow,233,TRUE
7,1660184200.973,1221,-810,3350,6.111,-1.35,0.132,102.7,blue,233,TRUE
8,1660184201.076,1322,-501,750,5.675,-1.246,2.338,93.7,red,233,TRUE
9,1660184201.169,3736,-2593,882,5.057,-0.994,-0.105,93.7,yellow,233,TRUE
10,1660184202.527,1405,-475,3350,5.593,-1.467,0.038,100.9,blue,233,TRUE
11,1660184202.628,1550,-94,750,4.633,-1.321,2.476,93.7,red,233,TRUE
12,1660184202.722,3752,-2587,882,5.06,-0.983,-0.097,78.1,yellow,233,TRUE
13,1660184202.8,2773,-2491,2526,5.475,-0.94,0.249,108.9,green,233,TRUE
14,1660184202.988,1590,-123,3350,5.86,-1.504,0.051,93.7,blue,233,TRUE
15,1660184203.082,1806,275,750,4.468,-1.312,2.458,93.8,red,233,TRUE
16,1660184203.175,3749,-2590,882,5.06,-0.995,-0.099,86.1,yellow,233,TRUE
17,1660184203.277,2741,-2476,2526,5.476,-0.94,0.252,78.1,green,233,TRUE
18,1660184203.465,1789,187,3350,5.787,-1.502,0.049,93.8,blue,233,TRUE
19,1660184203.558,2075,648,750,4.445,-1.319,2.461,93.7,red,233,TRUE
20,1660184204.729,2640,-2407,2526,5.477,-0.942,0.251,81.6,green,233,TRUE
21,1660184205.014,1967,528,3350,5.573,-1.486,0.062,92.6,blue,233,TRUE
22,1660184205.207,3727,-2583,882,5.065,-0.993,-0.086,93.7,yellow,233,TRUE
23,1660184205.301,2593,-2390,2526,5.477,-0.942,0.251,93.6,green,233,TRUE
24,1660184206.629,2134,856,3350,5.429,-1.17,2.595,81.5,blue,233,TRUE
25,1660184206.71,2586,1363,750,4.663,-1.301,2.424,93.7,red,233,TRUE
26,1660184206.804,3733,-2587,882,5.065,-1.002,-0.087,93.7,yellow,233,TRUE
27,1660184206.898,2561,-2376,2526,5.476,-0.939,0.25,81.6,green,233,TRUE
28,1660184208.215,2310,1222,3350,5.549,-1.397,0.458,93.8,blue,233,TRUE
29,1660184208.308,2808,1775,750,4.934,-1.223,2.403,93.7,red,233,TRUE
30,1660184208.402,3727,-2581,882,5.096,-0.905,-0.086,94.6,yellow,233,TRUE
31,1660184209.755,2514,1562,3350,5.541,-1.425,0.392,93.7,blue,233,TRUE
32,1660184209.849,3001,2187,750,4.885,-1.282,2.533,93.8,red,233,TRUE
33,1660184213.334,2702,1873,3350,5.19,-1.524,0.032,92.7,blue,233,TRUE
34,1660184213.426,3127,2427,750,4.862,-1.325,2.482,93.7,red,233,TRUE
35,1660184214.622,2603,-2376,2526,5.467,-0.889,0.216,85.0,green,233,TRUE
36,1660184215.911,2775,2039,3350,5.399,-1.373,0.251,93.7,blue,233,TRUE
37,1660184216.005,3180,2670,750,4.237,-1.321,2.45,93.8,red,233,TRUE
38,1660184217.206,2622,-2385,2526,5.468,-0.894,0.219,93.7,green,233,TRUE
39,1660184218.488,2847,2217,3350,5.368,-1.418,0.261,93.7,blue,233,TRUE
40,1660184218.581,3213,2857,750,4.417,-1.263,2.371,94.5,red,233,TRUE
41,1660184219.042,2907,2356,3350,5.37,-1.421,0.265,93.8,blue,233,TRUE
42,1660184219.136,3230,3003,750,4.44,-1.258,2.326,93.7,red,233,TRUE
43,1660184219.23,2651,-2377,2526,5.468,-0.89,0.218,91.4,green,233,TRUE
44,1660184220.541,2916,2400,3350,5.352,-1.41,0.229,93.7,blue,233,TRUE
45,1660184220.634,3230,3063,750,4.415,-1.264,2.359,93.7,red,233,TRUE
46,1660184221.807,2679,-2384,2526,5.468,-0.888,0.217,93.8,green,233,TRUE
47,1660184222.089,2902,2401,3350,5.355,-1.413,0.268,93.8,blue,233,TRUE
48,1660184222.182,3236,3087,750,4.372,-1.26,2.393,93.7,red,233,TRUE
49,1660184223.414,2743,-2412,2526,5.468,-0.885,0.216,93.7,green,233,TRUE
50,1660184223.68,2886,2388,3350,5.341,-1.42,0.272,93.7,blue,233,TRUE
51,1660184223.774,3219,3130,750,4.368,-1.268,2.362,95.1,red,233,TRUE
