,timestamp,x,y,z,yaw,roll,pitch,latency,student,session,success
0,1661998487.485,1732.354029209109,1714.615852023062,1000,0.68,-1.39,-2.714,1133.1,blue,281,TRUE
1,1661998491.932,2136.3234568826465,849.5235548004775,1000,2.848,-1.492,-0.065,1134.4,red,281,TRUE
2,1661998495.189,1873.1094205591519,2067.8517938993896,1000,0.886,-1.484,-3.074,115.4,blue,281,TRUE
3,1661998495.282,2248.849290779877,1417.3309034809613,1000,2.862,-1.523,-3.123,112.0,red,281,TRUE
4,1661998498.717,2312.3004188971336,1778.1821600268613,1000,2.755,-1.512,-0.031,1135.7,red,281,TRUE
5,1661998499.828,2962.2674880675804,-2529.04774018031,1000,5.599,0.062,-0.127,113.7,green,281,TRUE
6,1661998500.081,2160.3661368086073,2362.9783361174864,1000,0.909,-1.487,-3.075,99.6,blue,281,TRUE
7,1661998500.168,2372.950252727566,2687.3753923499517,1000,2.757,-1.537,-3.125,133.3,red,281,TRUE
8,1661998502.552,2308.4268105484275,2927.394558096359,1000,2.731,-1.532,-3.117,113.4,red,281,TRUE
9,1661998504.922,2692.4392407039336,3571.8543415178083,1000,2.704,-1.524,-3.105,113.7,red,281,TRUE
10,1661998507.291,2704.2099269612877,3601.8011029872246,1000,2.778,-1.523,-3.102,114.5,red,281,TRUE
11,1661998509.673,2727.5488047352646,3563.2572890909064,1000,2.781,-1.523,-3.103,128.7,red,281,TRUE
12,1661998512.038,2745.217068170967,3570.8805739662034,1000,2.727,-1.528,-3.118,115.7,red,281,TRUE
13,1661998512.135,3654.1782478328237,-2536.3988123382073,1000,4.999,-1.068,0.194,109.7,yellow,281,TRUE
14,1661998512.231,3076.3530852336016,-2564.059050345017,1000,5.623,0.035,-0.141,117.7,green,281,TRUE
15,1661998512.438,2349.6534603887126,3021.1897031985463,1000,1.032,-1.476,-3.071,104.8,blue,281,TRUE
16,1661998512.531,2737.488564101703,3599.101777741478,1000,2.676,-1.52,-3.109,101.8,red,281,TRUE
