,timestamp,x,y,z,yaw,roll,pitch,latency,student,session,success
0,1659925937.778,1429,3350,750,2.616,0.112,0.219,98.2,red,777,TRUE
1,1659925937.88,1534,7430,882,3.524,0.299,-0.079,85.7,yellow,777,TRUE
2,1659925937.965,4845,6164,2527,0.86,0.125,0.325,93.4,green,777,TRUE
3,1659925938.137,5365,2075,3351,2.932,-0.254,0.074,89.1,blue,777,TRUE
4,1659925938.226,1430,3353,750,2.616,0.112,0.219,93.4,red,777,TRUE
5,1659925938.336,1524,7462,882,3.524,0.299,-0.077,93.7,yellow,777,TRUE
6,1659925938.429,4846,6172,2527,0.86,0.125,0.325,108.7,green,777,TRUE
7,1659925938.863,1525,7464,882,3.524,0.298,-0.076,93.8,yellow,777,TRUE
8,1659925938.956,4847,6178,2527,0.86,0.125,0.325,93.6,green,777,TRUE
9,1659925939.131,5342,2082,3351,2.932,-0.254,0.074,95.7,blue,777,TRUE
10,1659925939.227,1404,3359,750,2.616,0.112,0.219,93.8,red,777,TRUE
11,1659925939.336,1506,7458,882,3.524,0.299,-0.076,94.9,yellow,777,TRUE
12,1659925939.431,4885,6175,2527,0.86,0.125,0.325,94.0,green,777,TRUE
13,1659925939.603,5341,2088,3351,2.932,-0.254,0.074,99.2,blue,777,TRUE
14,1659925939.71,1403,3363,750,2.616,0.112,0.219,94.5,red,777,TRUE
15,1659925939.804,1494,7467,882,3.548,0.298,-0.081,93.4,yellow,777,TRUE
16,1659925939.898,4882,6168,2527,0.86,0.125,0.325,94.1,green,777,TRUE
17,1659925940.079,5338,2087,3351,2.932,-0.254,0.074,93.8,blue,777,TRUE
18,1659925940.172,1401,3367,750,2.616,0.112,0.219,93.7,red,777,TRUE
19,1659925940.266,1494,7474,882,3.575,0.292,-0.068,94.1,yellow,777,TRUE
20,1659925940.376,4873,6157,2527,0.86,0.125,0.325,93.9,green,777,TRUE
21,1659925940.564,5342,2084,3351,2.932,-0.254,0.074,98.9,blue,777,TRUE
22,1659925940.664,1401,3371,750,2.616,0.112,0.219,93.9,red,777,TRUE
23,1659925940.899,4864,6150,2527,0.86,0.125,0.325,98.2,green,777,TRUE
24,1659925941.075,5337,2081,3351,2.932,-0.254,0.074,93.7,blue,777,TRUE
25,1659925941.169,1400,3373,750,2.616,0.112,0.219,95.1,red,777,TRUE
26,1659925941.265,1416,7298,882,3.547,0.299,-0.072,95.0,yellow,777,TRUE
27,1659925941.376,4874,6159,2527,0.86,0.125,0.325,93.7,green,777,TRUE
28,1659925941.548,5341,2081,3351,2.932,-0.254,0.074,98.5,blue,777,TRUE
29,1659925941.872,4873,6158,2527,0.86,0.125,0.325,92.5,green,777,TRUE
30,1659925942.043,5342,2080,3351,2.932,-0.254,0.074,93.5,blue,777,TRUE
31,1659925942.136,1406,3350,750,2.616,0.112,0.219,102.7,red,777,TRUE
32,1659925942.239,1386,7269,882,3.559,0.291,-0.076,93.7,yellow,777,TRUE
33,1659925942.348,4872,6149,2527,0.86,0.125,0.325,94.1,green,777,TRUE
34,1659925942.523,5340,2078,3351,2.932,-0.254,0.074,90.6,blue,777,TRUE
35,1659925942.723,1371,7215,882,3.598,0.288,-0.072,95.5,yellow,777,TRUE
36,1659925942.998,5342,2079,3351,2.932,-0.254,0.074,93.6,blue,777,TRUE
