,timestamp,x,y,z,yaw,roll,pitch,latency,student,session,success
0,1660615650.525,2392,1345,3348,5.247,-1.42,1.124,93.7,blue,239,TRUE
1,1660615650.618,2701,-1971,2526,5.09,-1.409,-1.023,93.7,green,239,TRUE
2,1660615651.854,1413,406,750,6.001,-1.218,0.744,93.8,red,239,TRUE
3,1660615652.246,2588,1712,3348,5.236,-1.424,1.069,93.7,blue,239,TRUE
4,1660615654.574,1574,733,750,5.98,-1.214,0.695,93.7,red,239,TRUE
5,1660615654.966,2723,2066,3348,5.217,-1.425,1.095,93.7,blue,239,TRUE
6,1660615655.059,2520,-1947,2526,5.249,-1.407,-0.598,93.8,green,239,TRUE
7,1660615656.278,1740,1054,750,5.95,-1.228,0.693,95.2,red,239,TRUE
8,1660615656.686,2806,2306,3348,5.232,-1.422,1.072,93.6,blue,239,TRUE
9,1660615656.779,2433,-1932,2526,5.321,-1.404,-0.611,93.7,green,239,TRUE
10,1660615656.936,1846,1383,750,5.959,-1.223,0.699,93.7,red,239,TRUE
11,1660615657.296,2872,2524,3348,5.232,-1.424,1.077,93.7,blue,239,TRUE
12,1660615657.39,2305,-1894,2526,5.334,-1.413,-0.605,93.7,green,239,TRUE
13,1660615657.484,1957,1700,750,5.968,-1.22,0.712,93.7,red,239,TRUE
14,1660615657.86,2902,2703,3348,5.227,-1.422,1.078,93.8,blue,239,TRUE
15,1660615657.954,2172,-1850,2526,5.288,-1.397,-0.597,93.8,green,239,TRUE
16,1660615658.048,2055,1975,750,5.969,-1.22,0.716,93.6,red,239,TRUE
17,1660615659.455,2909,2836,3348,5.38,-1.308,0.836,93.5,blue,239,TRUE
18,1660615659.549,2117,-1844,2526,5.418,-1.469,-0.076,78.1,green,239,TRUE
19,1660615659.69,2095,2134,750,5.967,-1.215,0.648,93.7,red,239,TRUE
20,1660615662.131,2167,-1899,2526,5.549,-1.439,-0.49,79.7,green,239,TRUE
21,1660615662.227,3652,-2132,882,1.105,1.416,-2.378,78.1,yellow,239,TRUE
22,1660615662.305,2072,2177,750,5.976,-1.218,0.62,93.7,red,239,TRUE
23,1660615663.712,2870,3036,3348,4.908,-1.414,0.749,93.7,blue,239,TRUE
24,1660615663.806,2243,-1905,2526,5.538,-1.407,-0.491,93.7,green,239,TRUE
25,1660615664.009,2085,2206,750,6.061,-1.199,1.076,93.7,red,239,TRUE
26,1660615665.385,2842,3097,3348,4.914,-1.414,0.77,94.1,blue,239,TRUE
27,1660615665.479,2333,-1929,2526,5.077,-1.366,-0.961,78.0,green,239,TRUE
28,1660615665.572,3516,-2133,882,1.079,1.441,-2.427,78.3,yellow,239,TRUE
29,1660615666.059,2839,3141,3348,4.913,-1.416,0.753,93.7,blue,239,TRUE
30,1660615666.152,2319,-1944,2526,5.241,-1.427,-1.002,93.8,green,239,TRUE
31,1660615666.246,3516,-2133,882,1.237,1.395,-2.378,78.1,yellow,239,TRUE
32,1660615666.34,2064,2218,750,6.185,-1.222,1.149,93.7,red,239,TRUE
33,1660615667.778,2826,3179,3348,4.897,-1.422,0.782,109.3,blue,239,TRUE
34,1660615667.998,3516,-2133,882,1.148,1.498,-3.105,78.1,yellow,239,TRUE
35,1660615668.077,2023,2164,750,6.19,-1.19,0.894,93.7,red,239,TRUE
36,1660615670.546,2410,-2051,2526,5.231,-1.378,-1.033,93.7,green,239,TRUE
37,1660615671.704,2016,2151,750,5.993,-1.204,0.693,93.8,red,239,TRUE
38,1660615674.333,2425,-2055,2526,5.034,-1.39,-0.728,78.1,green,239,TRUE
39,1660615674.426,3369,-2135,882,1.032,1.443,-3.061,78.4,yellow,239,TRUE
40,1660615675.879,2794,3169,3348,4.995,-1.38,0.839,93.8,blue,239,TRUE
41,1660615675.973,2425,-2056,2526,5.216,-1.419,-0.773,78.2,green,239,TRUE
42,1660615677.178,1997,2192,750,5.984,-1.204,0.656,95.4,red,239,TRUE
43,1660615678.571,2769,3178,3348,4.694,-1.433,0.661,93.7,blue,239,TRUE
44,1660615678.665,2469,-2079,2526,5.187,-1.413,-0.737,77.8,green,239,TRUE
45,1660615679.868,2009,2191,750,5.86,-1.217,0.853,93.6,red,239,TRUE
46,1660615681.322,2469,-2090,2526,5.028,-1.433,-0.746,78.1,green,239,TRUE
47,1660615682.479,2095,2287,750,0.005,-1.164,0.944,93.8,red,239,TRUE
48,1660615682.87,2755,3393,3348,6.004,-1.31,0.555,93.7,blue,239,TRUE
49,1660615682.964,2502,-2122,2526,5.06,-1.419,-0.686,78.1,green,239,TRUE
50,1660615684.215,2138,2514,750,5.559,-1.302,0.973,93.8,red,239,TRUE
51,1660615685.591,2756,3730,3348,5.14,-1.408,0.842,93.7,blue,239,TRUE
52,1660615685.685,2484,-2120,2526,5.126,-1.39,-0.43,94.9,green,239,TRUE
53,1660615685.78,3232,-2143,882,1.598,1.502,-3.073,93.7,yellow,239,TRUE
54,1660615687.361,2468,-2101,2526,5.111,-1.441,-0.64,93.7,green,239,TRUE
55,1660615687.47,3118,-2145,882,1.628,1.493,-3.065,78.2,yellow,239,TRUE
56,1660615687.564,2133,3184,750,5.841,-1.213,0.673,95.3,red,239,TRUE
57,1660615687.877,2795,4114,3348,5.069,-1.392,0.945,94.0,blue,239,TRUE
58,1660615687.987,2464,-2107,2526,5.129,-1.445,-0.41,78.1,green,239,TRUE
59,1660615688.081,3011,-2134,882,1.642,1.5,-3.079,78.1,yellow,239,TRUE
60,1660615688.159,2134,3535,750,5.856,-1.213,0.709,93.7,red,239,TRUE
61,1660615689.598,2798,4450,3348,5.07,-1.385,0.915,93.6,blue,239,TRUE
62,1660615689.691,2464,-2107,2526,5.149,-1.388,-0.016,78.1,green,239,TRUE
63,1660615689.769,2901,-2132,882,1.612,1.485,-3.082,78.2,yellow,239,TRUE
64,1660615689.848,2169,3889,750,5.874,-1.189,0.685,93.7,red,239,TRUE
