,timestamp,x,y,z,yaw,roll,pitch,latency,student,session,success
0,1660788996.875,1082,-528,750,4.513,-1.331,2.581,94.1,red,251,TRUE
1,1660788996.969,916,-791,3348,4.287,-1.427,-2.075,93.7,blue,251,TRUE
2,1660788997.063,2838,-2087,2526,5.298,-0.939,0.159,93.7,green,251,TRUE
3,1660788998.363,3055,-2020,882,4.952,-1.093,0.215,93.8,yellow,251,TRUE
4,1660788998.566,1228,-113,750,3.094,-1.31,2.751,94.1,red,251,TRUE
5,1660788998.66,1133,-407,3348,4.66,-1.429,-3.0,93.7,blue,251,TRUE
6,1660788998.753,2793,-2158,2526,5.325,-0.969,0.168,93.7,green,251,TRUE
7,1660789000.208,1400,335,750,3.007,-1.261,2.596,93.8,red,251,TRUE
8,1660789000.395,2768,-2242,2526,5.317,-0.997,0.156,93.8,green,251,TRUE
9,1660789000.691,3100,-2095,882,4.943,-1.054,0.172,93.7,yellow,251,TRUE
10,1660789000.879,1608,744,750,3.001,-1.271,2.609,93.7,red,251,TRUE
11,1660789001.082,2760,-2313,2526,5.313,-1.088,0.166,93.7,green,251,TRUE
12,1660789001.317,3128,-2174,882,4.947,-1.071,0.176,93.7,yellow,251,TRUE
13,1660789001.52,1761,1179,750,2.995,-1.287,2.609,93.8,red,251,TRUE
14,1660789001.613,1736,767,3348,4.813,-1.478,-3.055,93.7,blue,251,TRUE
15,1660789001.707,2805,-2390,2526,5.297,-1.126,0.177,93.8,green,251,TRUE
16,1660789002.113,1906,1628,750,2.925,-1.275,2.535,93.7,red,251,TRUE
17,1660789002.223,1917,1175,3348,4.837,-1.464,-3.059,93.8,blue,251,TRUE
18,1660789002.316,2852,-2447,2526,5.311,-1.116,0.206,95.2,green,251,TRUE
19,1660789002.615,3270,-2201,882,5.004,-1.057,0.166,93.4,yellow,251,TRUE
20,1660789002.802,2095,2087,750,3.421,-1.361,2.586,93.7,red,251,TRUE
21,1660789002.896,2079,1626,3348,4.803,-1.456,-3.06,93.8,blue,251,TRUE
22,1660789002.99,2843,-2513,2526,5.31,-1.101,0.194,93.7,green,251,TRUE
23,1660789003.239,3333,-2275,882,5.01,-1.046,0.146,93.8,yellow,251,TRUE
24,1660789003.427,2237,2545,750,3.703,-1.325,2.673,93.7,red,251,TRUE
25,1660789003.927,3434,-2341,882,5.021,-1.07,0.154,93.7,yellow,251,TRUE
26,1660789004.114,2399,2953,750,3.698,-1.388,2.568,93.7,red,251,TRUE
27,1660789004.223,2441,2352,3348,4.129,-1.428,-1.97,93.7,blue,251,TRUE
28,1660789004.317,2837,-2575,2526,5.329,-1.076,0.204,93.7,green,251,TRUE
29,1660789004.52,3555,-2391,882,5.019,-1.068,0.153,95.4,yellow,251,TRUE
30,1660789004.725,2490,3257,750,3.761,-1.439,2.32,93.8,red,251,TRUE
31,1660789004.819,2561,2665,3348,4.024,-1.431,-1.54,93.7,blue,251,TRUE
32,1660789004.913,2843,-2632,2526,5.322,-1.029,0.133,95.3,green,251,TRUE
33,1660789005.164,3582,-2447,882,4.996,-1.005,0.082,93.7,yellow,251,TRUE
34,1660789005.367,2595,3543,750,3.533,-1.418,2.584,93.7,red,251,TRUE
35,1660789005.461,2647,2912,3348,4.131,-1.455,-0.107,93.8,blue,251,TRUE
36,1660789005.555,2875,-2678,2526,5.31,-1.022,0.142,93.7,green,251,TRUE
37,1660789005.992,2616,3666,750,3.578,-1.352,2.752,93.8,red,251,TRUE
38,1660789006.086,2638,3040,3348,4.042,-1.474,-0.093,93.7,blue,251,TRUE
39,1660789006.179,2890,-2708,2526,5.313,-1.026,0.134,93.7,green,251,TRUE
40,1660789006.414,3675,-2486,882,5.003,-0.986,0.063,93.8,yellow,251,TRUE
41,1660789006.601,2628,3668,750,3.654,-1.401,2.463,93.7,red,251,TRUE
42,1660789006.71,2603,3049,3348,4.087,-1.499,-3.07,93.5,blue,251,TRUE
43,1660789006.804,2899,-2717,2526,5.335,-0.86,0.163,94.0,green,251,TRUE
44,1660789007.226,2654,3742,750,3.506,-1.361,2.573,93.7,red,251,TRUE
45,1660789007.319,2606,3070,3348,3.932,-1.429,-1.844,95.6,blue,251,TRUE
46,1660789007.415,2879,-2728,2526,5.353,-0.717,0.215,93.7,green,251,TRUE
47,1660789008.807,3675,-2508,882,5.003,-0.96,0.056,93.8,yellow,251,TRUE
48,1660789009.09,2572,3046,3348,3.687,-1.432,-1.703,93.7,blue,251,TRUE
49,1660789009.183,2896,-2754,2526,5.384,-0.631,0.217,93.8,green,251,TRUE
