,timestamp,x,y,z,yaw,roll,pitch,latency,student,session,success
0,1661296273.084,3634.587015219402,-2521.2734218926503,1000,4.863,-1.239,0.144,109.4,yellow,259,TRUE
1,1661296273.178,4133.658062395952,-1244.1017066339512,1000,4.82,-1.512,-3.106,93.9,green,259,TRUE
2,1661296277.821,3390.3989746032803,-2217.1903415453817,1000,4.25,-1.241,0.104,1094.9,blue,259,TRUE
3,1661296277.821,1776.1762578867786,779.7250028461995,1000,4.25,-1.241,0.104,1174.6,red,259,TRUE
4,1661296277.821,3268.6696744076203,-1964.3708758080545,1000,4.25,-1.241,0.104,1174.6,yellow,259,TRUE
5,1661296277.821,3014.2112480919495,-1908.87776265475,1000,4.25,-1.241,0.104,1174.6,yellow,259,TRUE
6,1661296281.14,2322.1887338426786,1385.9865064292353,1000,2.76,1.439,-0.296,1141.9,red,259,TRUE
7,1661296284.409,3095.61040701226,735.764159169267,1000,3.987,-1.202,0.091,124.9,blue,259,TRUE
8,1661296284.549,2660.7551456227043,3109.871802181609,1000,1.229,1.533,0.003,1093.8,red,259,TRUE
9,1661296292.226,2660.1989374823124,3114.386632247758,1000,2.119,1.31,0.676,1142.0,red,259,TRUE
10,1661296295.48,2425.2936668912835,3463.588300716586,1000,3.818,-1.142,0.132,124.9,blue,259,TRUE
11,1661296295.605,2684.7457667035947,3172.735538979519,1000,2.486,1.304,0.663,1095.1,red,259,TRUE
12,1661296302.219,2591.873137391561,3575.8361715826595,1000,3.686,-1.152,0.118,125.0,blue,259,TRUE
13,1661296302.344,2580.424528784709,3144.709753536091,1000,2.81,1.296,0.639,1125.9,red,259,TRUE
14,1661296305.627,2630.354042660827,3124.539953328735,1000,2.835,1.296,0.631,125.3,red,259,TRUE
15,1661296309.039,2637.3380583903268,3281.0437907400883,1000,2.914,1.304,0.513,1140.6,red,259,TRUE
16,1661296311.383,2647.9386342584307,3157.9623977231972,1000,3.01,1.313,0.49,125.1,red,259,TRUE
17,1661296312.728,2740.256152297061,3739.446819861793,1000,3.692,-1.15,0.095,1096.7,blue,259,TRUE
